quarter,CLLE-ES
06/19/2014 - 11:53,193
06/19/2014 - 11:58,193
06/19/2014 - 13:08,195
06/19/2014 - 14:02,195
06/19/2014 - 16:02,195
06/20/2014 - 10:04,195
06/20/2014 - 10:08,195
06/20/2014 - 12:03,195
06/20/2014 - 13:20,195
06/20/2014 - 14:04,195
