quarter,PBCA-DE,MALY-DE,EOPC-DE
Thur Jun 19 '14 - 13:08,99.4736842105263,100,100
Fri Jun 20 '14 - 12:03,99.4736842105263,100,100
Mon Jun 23 '14 - 12:04,106.179775280899,35.4838709677419,100
Tue Jun 24 '14 - 15:45,99.601593625498,58.8709677419355,100
